Player,Wyscout id,Team within selected timeframe,Position,Age,Goals,Assists,Minutes played,Temporada
R. Núñez,-89200,Cerro Largo,"LCMF, RCMF, DMF",24.0,0,0,511,2022
D. Olivera,-115323,Danubio,RCMF3,23.0,0,0,498,2022
N. Soria,-280785,Liverpool,CF,20.0,1,1,497,2022
R. Herrera,76862,River Plate,"LCB, RCB",33.0,0,0,493,2022
J. Lavega,-140292,River Plate,"LAMF, LW, CF",17.0,1,2,492,2022
S. Viera,434546,Cerro Largo,"RCMF, LCMF, DMF",24.0,0,1,489,2022
J. Trasante,486242,Nacional,"RDMF, RCMF",23.0,0,0,478,2022
P. Lima,322903,Deportivo Maldonado,"CB, RCB, RCB3",30.0,0,0,457,2022
Neto Volpi,210524,Peñarol,GK,30.0,0,0,455,2022
R. Cabrera,91398,Fénix,"CB, RCB, LCB",33.0,1,0,452,2022
A. Canobbio,452566,Peñarol,"RW, LW, RWF",23.0,0,0,452,2022
Luca Guichón,-321083,Rentistas,"CF, LAMF, AMF",18.0,0,0,447,2022
S. Paiva,-66063,Danubio,CF,23.0,0,2,446,2022
M. Belloso,-210986,Deportivo Maldonado,"CF, AMF, LAMF",22.0,0,0,445,2022
F. Milán,474732,Wanderers,CF,21.0,2,0,439,2022
J. Mascia,175666,Plaza Colonia,CF,28.0,0,0,436,2022
M. Risso,55869,Nacional,LCB,34.0,0,0,433,2022
A. Leites,165847,Cerrito,"LCMF3, CF, RCMF",30.0,0,1,424,2022
F. González,-282666,Danubio,"RCMF3, CF, LCMF3",18.0,0,0,421,2022
N. Siri,-140273,Torque,"RW, CF, LAMF",18.0,0,0,411,2022
R. Saravia,434924,Plaza Colonia,"LCMF, LCMF3, RCMF",29.0,0,0,408,2022
M. Suárez,-140272,Wanderers,"RAMF, RW, RDMF",18.0,0,0,408,2022
F. Laforia,88768,Wanderers,GK,34.0,0,0,406,2022
D. González,262612,Cerrito,"LW, LAMF",29.0,0,0,404,2022
F. Ginella,505443,Nacional,"LCMF, RCMF",23.0,0,0,395,2022
M. Rodríguez,91729,Nacional,GK,32.0,0,0,393,2022
F. Tinaglini,361573,Torque,GK,23.0,0,0,389,2022
M. Dufour,-69036,Defensor Sporting,GK,23.0,0,0,386,2022
P. Milans,-57217,Peñarol,RB,20.0,0,1,384,2022
S. González,-124483,Deportivo Maldonado,"DMF, LCMF, RDMF",22.0,0,0,384,2022
M. Alonso,-57222,Peñarol,"LW, LAMF",19.0,0,2,381,2022
E. Corujo,-124540,Rentistas,GK,22.0,0,0,381,2022
J. Valiente,-194614,Defensor Sporting,"LW, LCMF",21.0,1,1,378,2022
L. Rodríguez,262243,Rentistas,CF,29.0,1,0,376,2022
J. O'Neill,-311195,Peñarol,LB,20.0,0,0,375,2022
K. Altez,-343873,Torque,"RCMF, AMF, LW",17.0,0,0,364,2022
N. Rodríguez,397863,Liverpool,"CB, RCB, LCB",23.0,0,0,361,2022
M. Demarco,-351614,Cerrito,CF,19.0,1,0,360,2022
J. Evans,-194175,Danubio,"CF, LCMF3, RCMF3",23.0,1,0,356,2022
B. Perea,331825,Cerrito,"RCMF, RCMF3, LCMF",31.0,0,0,354,2022
L. Otormín,316042,Nacional,"AMF, LW",26.0,0,1,354,2022
Á. Rodríguez,296420,Albion,"RW, RAMF, LW",27.0,0,1,344,2022
F. Silvera,-150131,Danubio,"CF, LCMF3",20.0,1,0,342,2022
Santiago Ramirez,-109670,Nacional,"LW, LAMF",20.0,0,0,340,2022
R. Amaral,393476,Fénix,"AMF, CF",25.0,0,0,333,2022
M. Bogado,208244,Plaza Colonia,"RCB, CB, LCB",32.0,0,0,327,2022
D. Riolfo,149580,Wanderers,"AMF, LCMF",32.0,0,1,327,2022
R. Rodríguez,23541,Danubio,"DMF, CB",34.0,0,0,322,2022
M. Bueno,322458,Fénix,CF,31.0,1,0,318,2022
B. Barja,-192893,Boston River,"CF, AMF",19.0,1,0,317,2022
L. Rodríguez,403768,Cerrito,"CF, RW",23.0,0,0,316,2022
M. Zunino,128046,Nacional,"RAMF, RDMF, RW",32.0,1,0,316,2022
M. Affonso,277673,River Plate,"CF, LCMF",30.0,1,0,313,2022
M. Rigoleto,322955,Rentistas,"RW, RCMF3",27.0,0,0,311,2022
B. Giménez,200817,Cerrito,"CF, AMF, LCMF",30.0,0,0,310,2022
V. Adamo,-233839,River Plate,CF,20.0,2,0,302,2022
Jairo Villalpando,-172334,Albion,"LW, RW",22.0,0,0,299,2022
S. Milano,-326225,Torque,"DMF, RCMF",19.0,0,0,293,2022
S. Scotto,471871,Defensor Sporting,"LCMF, RCMF, RCMF3",25.0,0,0,282,2022
S. Núñez,-160632,Peñarol,"CF, LCMF3, RW",22.0,0,0,281,2022
R. Ramírez,-115077,River Plate,LB,22.0,0,0,274,2022
E. Siri,-57216,Cerrito,"RCB3, LB",20.0,0,0,260,2022
J. Plada,-74180,Deportivo Maldonado,"RW, LCMF",24.0,0,0,256,2022
G. Pérez,-115528,Liverpool,"RCMF3, RWF",22.0,0,0,252,2022
Y. Quintana,452485,Defensor Sporting,"RCB, RCB3",26.0,0,0,248,2022
D. Viotti,301884,Albion,RCB,30.0,0,0,248,2022
E. Vidart,-320096,Wanderers,"DMF, LCMF, LDMF",20.0,0,0,244,2022
R. Muniz,483113,Deportivo Maldonado,"CF, LW, LCMF3",20.0,0,0,243,2022
N. García,-37095,Cerrito,CF,21.0,0,0,237,2022
A. Sosa,291558,Cerrito,"RCMF3, LCMF",28.0,0,0,236,2022
S. Cappi,-337441,Albion,"RCB, LCB",19.0,0,0,227,2022
B. Cordara,-261589,Boston River,"CF, LW, LWB",22.0,1,0,225,2022
B. Barrera,460256,Cerrito,CF,23.0,0,0,223,2022
D. Mereles,-114280,Plaza Colonia,"AMF, RW, LAMF",21.0,1,0,221,2022
S. Franca,-253092,Fénix,"LCB3, LWB",18.0,0,0,219,2022
M. Gonzalez,-259409,Albion,GK,19.0,0,0,208,2022
C. Romaña,-81525,Danubio,"RCB3, RWB",22.0,0,0,203,2022
A. Muñoz,-88093,Cerro Largo,"LW, CF, RW",21.0,0,0,199,2022
F. Correa,-171590,River Plate,GK,21.0,0,0,191,2022
L. Aguiar,56166,Deportivo Maldonado,"LCMF, RCMF, LCMF3",36.0,1,0,186,2022
C. Franco,-320673,Cerro Largo,"RW, CF, LCMF",23.0,1,0,186,2022
F. Martinicorena,-351803,Danubio,CF,18.0,0,0,178,2022
F. Pérez,88277,Plaza Colonia,"CB, LCB, LCB3",36.0,1,0,174,2022
B. Vides,243038,Danubio,CF,29.0,0,0,173,2022
B. Ferrares,474726,Cerro Largo,"LCB3, LCB",22.0,0,0,161,2022
J. Pou,-371713,Torque,"RB, RW",18.0,0,0,157,2022
V. Rodríguez,-233893,Peñarol,LB,21.0,0,1,156,2022
L. Casiani,-116496,Cerro Largo,"RB, RW",21.0,0,0,155,2022
A. Lima,-201448,Cerro Largo,"AMF, LW",25.0,0,1,149,2022
M. García,486247,Albion,LB,22.0,0,0,141,2022
T. Cardozo,289952,Peñarol,GK,26.0,0,0,140,2022
E. Larrosa,-184703,Boston River,CF,21.0,0,0,137,2022
A. Rodríguez,-194619,Deportivo Maldonado,"CF, RW, LAMF",18.0,0,0,135,2022
Y. López,-233827,Liverpool,"DMF, RCMF3",20.0,0,0,123,2022
Jorge Pedra,-70942,Boston River,"RB, LCMF3, RCMF3",22.0,0,0,117,2022
Ignacio Neira,453799,Torque,"RW, RCMF",24.0,0,0,115,2022
S. da Silva,-354979,Fénix,CF,20.0,0,0,114,2022
D. Lerda,90574,Deportivo Maldonado,GK,35.0,0,0,100,2022
Á. Brun,90566,Torque,DMF,35.0,0,0,100,2022
E. Agüero,-337874,Torque,RCB,17.0,0,0,98,2022
J. Rio,-158333,Danubio,CB,16.0,0,0,97,2022
A. Samurio,-116205,Plaza Colonia,GK,25.0,0,0,95,2022
S. Boselli,-113226,Defensor Sporting,RB,18.0,0,0,95,2022
C. Cruz,452570,Danubio,"LCMF3, LB, LWF",24.0,0,0,94,2022
F. Gaimari,-325072,Plaza Colonia,"RWB, RW, LW",21.0,0,1,91,2022
F. Guedes,-299177,Rentistas,"CF, LW, RWB",20.0,1,0,87,2022
M. Pintos,482308,Liverpool,"LB, LWB, LB5",22.0,0,0,84,2022
P. Furtado,-140274,Boston River,"RW, RCMF3, LW",18.0,0,0,82,2022
A. Univaso,-288924,Wanderers,CF,21.0,0,1,81,2022
J. Graví,328605,Cerrito,"LW, RW",28.0,0,0,77,2022
B. D'Altoe,-261774,Cerro Largo,CF,23.0,0,0,72,2022
O. Perdomo,-109652,Torque,RDMF,22.0,0,0,68,2022
K. Amaro,-356133,Liverpool,"RB5, RB",18.0,0,0,67,2022
Y. Pereyra,-255805,Rentistas,LB,21.0,0,0,64,2022
L. Acosta,-387316,Torque,RW,19.0,0,0,62,2022
P. López,-320104,Peñarol,LCB,20.0,0,0,61,2022
A. García,-321096,Cerrito,CF,20.0,0,0,55,2022
E. Escobar,-65836,Liverpool,"RWB, RB5, RB",23.0,0,0,53,2022
R. Techera,-375084,Wanderers,"LB, LDMF",21.0,0,0,49,2022
G. Viotti,-191830,Albion,RCB,20.0,0,0,48,2022
B. Todaro,-328347,Rentistas,"RAMF, RWB, RDMF",19.0,0,1,47,2022
L. Pino García,-381610,Torque,RCMF,15.0,0,0,46,2022
A. Aires,-141154,Liverpool,LW,18.0,0,0,46,2022
G. Alvite,395511,Plaza Colonia,CF,26.0,0,0,45,2022
R. Sánchez,-317842,Nacional,RW,18.0,0,0,45,2022
M. Burruchaga,-29686,Albion,"LCMF, LB",23.0,0,0,41,2022
A. Silva,91597,Deportivo Maldonado,"RB, RW, RCMF3",31.0,0,0,41,2022
B. Arce,433263,Peñarol,"AMF, LW, LAMF",24.0,0,0,40,2022
F. Trinidad,-192850,Liverpool,"CF, RWF, LW",20.0,0,0,39,2022
G. Allala,428688,Defensor Sporting,LCB,25.0,0,0,37,2022
M. Ponte,-235233,Danubio,DMF,19.0,0,0,34,2022
D. Fernández,-320938,Fénix,"RW, RCMF, AMF",16.0,0,0,32,2022
M. Torres,-330342,Boston River,"RB5, LCMF",20.0,0,0,30,2022
M. Silva,-345068,Liverpool,"RCMF3, LCMF",17.0,0,0,28,2022
M. Cabrera,57054,Defensor Sporting,LCB3,35.0,0,0,26,2022
L. Olaizola,-184704,Boston River,"LW, RW",20.0,0,0,24,2022
F. Macchi,-172341,Danubio,RCMF3,21.0,0,0,22,2022
B. Centeno,-334273,Deportivo Maldonado,"RW, LWB, LCMF3",17.0,0,0,22,2022
N. Fagián,-296069,Torque,"RAMF, RW",19.0,0,0,19,2022
A. Vera,-320093,River Plate,LW,17.0,0,0,19,2022
I. Gonella,-384727,Torque,CF,17.0,0,0,19,2022
M. Cabrera,-288609,Torque,RCMF,20.0,0,0,18,2022
J. Muguerza,-259408,Albion,"RB, LCMF3, RW",21.0,0,0,18,2022
I. García,-334153,Wanderers,RCB,20.0,0,0,17,2022
B. Barone,329596,Cerro Largo,"CF, RCMF, RCMF3",27.0,0,0,16,2022
Á. Fernández,-387317,Torque,LB,16.0,0,0,15,2022
J. Gutiérrez,-64360,Nacional,LW,20.0,0,0,14,2022
G. Plada,-206355,Wanderers,LWB,21.0,0,0,13,2022
J. Izquierdo,499288,Nacional,RCB,25.0,0,0,12,2022
M. Boselli,362787,Boston River,CF,27.0,0,0,11,2022
S. Homenchenko,-260659,Peñarol,LCMF,18.0,0,0,11,2022
A. Cutti,-104348,Cerro Largo,LW,21.0,0,0,10,2022
F. Silveira,-321653,Torque,LB,17.0,0,0,8,2022
F. Saravia,-265306,Danubio,LWB,19.0,0,0,8,2022
S. Montero,413013,Cerro Largo,RB,24.0,0,0,8,2022
I. Pintos,-361444,Danubio,RCMF3,17.0,0,0,4,2022
N. Campos,-378442,Defensor Sporting,LW,15.0,0,0,2,2022
G. Viera,143071,River Plate,LB,35.0,0,0,2,2022
N. Furtado,-116394,Cerro Largo,"RB5, RWB, RB",25.0,2,2,3568,2023
M. Silveira,453797,Wanderers,GK,23.0,0,0,3551,2023
S. Rodríguez,103083,Peñarol,"AMF, LDMF, LCMF",31.0,7,5,3547,2023
M. Goicoechea,23530,Danubio,GK,35.0,0,0,3533,2023
G. Cotugno,329595,Deportivo Maldonado,RB,28.0,0,2,3494,2023
S. Britos,142798,Liverpool,GK,36.0,0,0,3385,2023
J. Pintado,413469,Defensor Sporting,RB,26.0,0,3,3381,2023
G. Guruceaga,292848,Torque,GK,28.0,0,0,3379,2023
M. Dufour,-69036,Defensor Sporting,GK,25.0,0,0,3329,2023
H. Magallanes,373321,Racing,RCB,26.0,1,2,3306,2023
T. Palacios,-175113,Torque,"CF, AMF, RWF",22.0,8,3,3304,2023
N. Rodríguez,163043,Defensor Sporting,LB,32.0,1,7,3295,2023
O. Ebere,425654,Plaza Colonia,CF,25.0,17,0,3272,2023
D. Denis,199077,Cerro,GK,32.0,0,0,3267,2023
G. Rodríguez,-146472,Boston River,"LCB, LCB3",24.0,1,1,3261,2023
G. Nápoli,474142,Liverpool,"LCMF3, LCMF",23.0,4,5,3250,2023
R. Rabino,430704,Cerro Largo,"LB5, LWB, LB",26.0,0,1,3235,2023
F. Cerro,81517,Wanderers,"LDMF, LCMF3, LCMF",36.0,1,1,3207,2023
S. Brunelli,448636,River Plate,"LCB, RCB3",25.0,2,0,3181,2023
E. García,99752,Wanderers,RCB,34.0,0,0,3141,2023
D. Sosa,459418,Racing,LB,26.0,1,1,3138,2023
E. Castillo,-100201,La Luz,"LB, LB5, LWB",23.0,0,0,3136,2023
M. Samudio,23736,Liverpool,LB,37.0,2,4,3117,2023
A. Medina,-89199,Liverpool,"LWF, LW, RW",25.0,7,2,3110,2023
J. Álvez,24230,Fénix,"RCB3, RB, RCB",40.0,0,1,3074,2023
S. Silva,-67997,Boston River,GK,24.0,0,0,3052,2023
L. Rodríguez,352999,Cerro,"LCMF, RCMF, LCMF3",30.0,5,3,3039,2023
H. Ruíz Díaz,199076,Plaza Colonia,"RCB, RB, RCB3",31.0,0,0,3038,2023
N. Fonseca,-61534,Wanderers,"RDMF, DMF, LDMF",25.0,0,2,3021,2023
M. Arezo,-57218,Peñarol,CF,21.0,17,3,2962,2023
M. Risso,55869,Wanderers,LCB,35.0,1,0,2951,2023
E. Beltrán,498555,Boston River,"RB, RWB, RB5",26.0,1,1,2949,2023
G. Camargo,252603,Wanderers,LB,33.0,0,2,2916,2023
G. de los Santos,175650,Defensor Sporting,"LCB, RCB, CB",33.0,2,0,2913,2023
A. Álvarez,-116403,Torque,"RCMF, DMF, LCMF",22.0,1,3,2883,2023
J. Acosta,434036,Wanderers,RB,30.0,0,2,2880,2023
M. Brasil,447032,Cerro Largo,"RCB3, RCB, CB",24.0,5,0,2852,2023
Juan Izquierdo,499288,Liverpool,"RCB, LCB",26.0,3,0,2818,2023
E. Darias,506234,Deportivo Maldonado,"LW, RW, LCMF",26.0,4,1,2804,2023
J. Ayala,446237,Plaza Colonia,"RCB, RCMF, DMF",28.0,1,3,2795,2023
F. Pereira,-124638,Liverpool,"RCB, RB",24.0,3,3,2795,2023
M. Rea,491585,Danubio,"RCB, CB",26.0,1,0,2786,2023
Léo Coelho,282848,Peñarol,"LCB, RCB",30.0,0,0,2765,2023
G. Viera,143071,River Plate,"RCB, CB",37.0,2,0,2734,2023
K. Lewis,486250,Danubio,"LB, LCMF, LWB",25.0,1,2,2726,2023
R. Ferreira,193600,Deportivo Maldonado,"LCB, LB",31.0,0,1,2719,2023
C. Meli,278681,Liverpool,"RCMF3, RCMF",31.0,2,1,2712,2023
C. Valdez,10384,Boston River,"RCB, CB",40.0,2,0,2692,2023
A. Pereira,-308457,Racing,RB,22.0,3,1,2686,2023
M. Gianoli,-229369,Cerro Largo,"LCB3, LCB",23.0,2,2,2685,2023
S. Viera,434546,Cerro Largo,"LCMF3, RCMF, LCMF",25.0,0,2,2655,2023
J. Quintana,-69039,La Luz,"RW, CF, RWF",24.0,7,1,2647,2023
P. Porcile,352085,La Luz,"LCMF, RCMF, DMF",27.0,0,1,2645,2023
Á. Cayetano,169055,Deportivo Maldonado,RCB,33.0,0,0,2644,2023
P. Lacoste,119221,Cerro,LCB,36.0,0,1,2631,2023
A. Alaniz,-328917,Racing,"RW, LW, RWF",21.0,4,6,2628,2023
E. Ancheta,-84106,La Luz,"RB, RWB, RB5",24.0,0,2,2614,2023
H. Menosse,90434,Peñarol,RCB,36.0,1,0,2610,2023
E. Sosa,-49580,Boston River,"DMF, RDMF, RCMF",26.0,0,1,2607,2023
D. Polenta,103071,Nacional,LCB,32.0,1,0,2604,2023
J. Álvarez,322472,Torque,"LWB, LB, LB5",29.0,1,2,2604,2023
L. Sosa,201707,Danubio,"LB, LCMF3, LCMF",32.0,1,2,2591,2023
L. Ferreira,-175498,Danubio,"LCB, RCB, LCB3",23.0,0,0,2586,2023
F. Correa,-171590,La Luz,GK,23.0,0,0,2582,2023
F. Pizzichillo,289968,Torque,"RWB, RB5, RW",28.0,1,6,2579,2023
O. Salomón,-83979,Torque,"CB, RCB, LCB3",24.0,0,0,2576,2023
F. Elizari,237708,Defensor Sporting,"LCMF3, RCMF3, LCMF",32.0,2,2,2563,2023
L. Lozano,-49503,Nacional,"RB, LB",25.0,1,4,2556,2023
N. Olivera,248712,Plaza Colonia,"LCB, LCB3",31.0,2,0,2548,2023
L. Rodríguez,-235501,Liverpool,"RWF, CF, RW",20.0,9,4,2460,2023
L. País,181029,Wanderers,"RAMF, AMF, RW",29.0,4,1,2440,2023
G. Freitas,199078,Defensor Sporting,DMF,32.0,1,0,2440,2023
T. Verón,-101727,Racing,"RW, RCMF, RAMF",23.0,7,3,2427,2023
N. Albarracín,165902,Wanderers,"AMF, LAMF, LW",30.0,3,6,2393,2023
N. Gentilio,23531,Racing,GK,36.0,0,0,2388,2023
C. Nuñez,412927,Fénix,"LCMF3, DMF, RCMF3",29.0,0,1,2380,2023
A. Mehring,251950,Fénix,GK,29.0,0,0,2372,2023
L. Hernández,276174,Peñarol,LB,31.0,1,1,2345,2023
R. Viera,392960,La Luz,"RCB3, LCB, LCB3",27.0,1,0,2332,2023
R. Formento,-90811,River Plate,GK,24.0,0,0,2315,2023
I. Ramírez,432975,Nacional,CF,27.0,19,1,2314,2023
J. Urretaviscaya,72487,Racing,"AMF, LCMF, LW",33.0,0,3,2307,2023
M. Barrios,-73171,Liverpool,"DMF, RCMF3, LCMF",25.0,1,0,2305,2023
J. Valiente,-194614,Defensor Sporting,"LWF, LW, LAMF",22.0,7,2,2304,2023
S. Fernández,55486,Danubio,"CF, RWF",38.0,9,2,2251,2023
G. Bueno,143089,Racing,LCB,39.0,1,0,2249,2023
S. Guerrero,-236495,Torque,"CF, LW, LWF",23.0,6,4,2246,2023
Y. Calleros,-76593,Plaza Colonia,"RCMF, LCMF, LCMF3",25.0,0,1,2234,2023
R. García,143236,Cerro Largo,CB,35.0,0,0,2217,2023
T. Galletto,-173876,Cerro Largo,"DMF, RCMF, LCMF",21.0,1,0,2209,2023
H. Petryk,-233854,Torque,"RCB3, RB, RCB",29.0,0,1,2200,2023
R. Méndez,-288906,La Luz,GK,23.0,0,0,2195,2023
R. Pérez,504359,Defensor Sporting,"RCMF3, RCMF, DMF",27.0,0,2,2194,2023
S. Cristóforo,191944,Peñarol,"RDMF, RCMF, DMF",30.0,1,1,2182,2023
F. Martínez,430453,Nacional,"LW, LAMF, RAMF",28.0,6,1,2176,2023
A. Alfaro,486237,Deportivo Maldonado,"LB, LW",24.0,1,3,2154,2023
A. Hernández,57901,La Luz,"RCMF, AMF, LCMF3",37.0,7,1,2146,2023
J. Rivero,-194270,Racing,"LW, LAMF, LWF",24.0,5,3,2145,2023
D. Bocanegra,83648,Nacional,RCB,36.0,2,0,2140,2023
G. Reyes,57163,Deportivo Maldonado,GK,37.0,0,0,2139,2023
Chory Castro,1893,Nacional,"LW, LAMF, AMF",39.0,1,5,2135,2023
D. Zabala,175853,Nacional,"AMF, RW, CF",32.0,5,6,2132,2023
C. Tizón,-124554,Cerro,"LW, LWF, CF",28.0,3,2,2128,2023
R. Bentancourt,205260,Liverpool,CF,31.0,13,4,2125,2023
H. Silveira,279290,Cerro Largo,CF,30.0,7,3,2102,2023
G. Pérez,-115528,Cerro,"RCMF, DMF, RCMF3",24.0,0,0,2099,2023
T. Cardozo,289952,Peñarol,GK,27.0,0,0,2091,2023
T. Fernández,-96898,Deportivo Maldonado,"RW, CF, LW",25.0,7,1,2060,2023
R. Cristóbal,472307,River Plate,"LCMF, RCMF, DMF",27.0,2,0,2059,2023
A. Ocampo,-82542,Fénix,"LW, CF, LWF",26.0,11,0,2054,2023
A. Cruz,-233894,Danubio,"LW, LWF, RW",23.0,3,6,2046,2023
J. Varela,126031,Racing,"RCMF, LCMF, LCMF3",35.0,0,1,2041,2023
L. Lemos,-116193,Racing,"DMF, LDMF",24.0,1,1,2022,2023
F. Noguera,220646,Nacional,"RCB, LCB",30.0,1,0,2008,2023
C. Olivera,-96677,Boston River,"RW, RAMF, CF",21.0,6,3,2001,2023
A. Chopitea,-67745,River Plate,"RB, RWB",25.0,0,2,1988,2023
D. Rodríguez,91610,Nacional,"RCMF, LDMF, LCMF",34.0,0,0,1976,2023
G. Allala,428688,Boston River,"RCB3, CB, LCB",27.0,3,0,1975,2023
L. Núñez,-113256,Deportivo Maldonado,"LCMF, RCMF, LDMF",22.0,2,0,1941,2023
M. Antoni,-373404,Liverpool,"LCB, LB",20.0,1,1,1939,2023
M. Abero,91580,Cerro,LB,33.0,4,1,1936,2023
M. Alfonso,-67747,River Plate,"LCMF, LB, RCMF",23.0,1,1,1935,2023
A. Balboa,311654,Defensor Sporting,"CF, LWF, LW",29.0,8,2,1934,2023
S. Romero,143210,Danubio,"RCMF, LCMF, RDMF",33.0,3,1,1929,2023
F. Souza,-184691,Cerro,RB,25.0,1,0,1929,2023
F. Píriz,91584,Deportivo Maldonado,"LCMF, DMF",33.0,0,0,1927,2023
F. Gonzalez,-282666,Peñarol,"AMF, RCMF3, LAMF",19.0,4,3,1927,2023
D. García,-320989,Peñarol,"DMF, RDMF, LDMF",20.0,0,0,1921,2023
E. Redín,322924,Plaza Colonia,"RB, RB5",28.0,1,0,1913,2023
E. Gómez,-80568,Boston River,"CF, AMF, LW",22.0,8,2,1902,2023
M. Villa,488291,Torque,"RB, RCB3, RWB",26.0,0,0,1892,2023
E. Greising,-296091,Plaza Colonia,"LB, LB5",23.0,0,0,1889,2023
E. de los Santos,-84012,Racing,"RB, RCMF3, RDMF",25.0,1,1,1887,2023
M. Aguirregaray,91714,Peñarol,RB,34.0,0,1,1882,2023
N. Siri,-140273,Torque,CF,19.0,11,1,1872,2023
S. Costa,-347019,Torque,"LCMF, LCMF3, LW",24.0,1,1,1852,2023
S. Cáceres,-206490,Cerro,"RCMF, RW, RCMF3",24.0,0,1,1850,2023
R. Haller,-172329,Danubio,"RB, RWB",23.0,0,5,1839,2023
C. Cándido,406899,Nacional,"LB, LW",28.0,1,2,1839,2023
G. de Amores,181035,Peñarol,GK,29.0,0,0,1827,2023
J. Silva,520890,Plaza Colonia,GK,26.0,0,0,1805,2023
G. Martirena,-171697,Liverpool,RB,24.0,4,2,1796,2023
A. García,-84246,Cerro,"RB, RWF",24.0,1,2,1789,2023
P. Milans,-57217,Peñarol,RB,21.0,0,1,1787,2023
J. Millán,-160226,Danubio,"DMF, LCMF, RCMF",22.0,2,0,1781,2023
M. Ferreira,-115325,Fénix,"CF, RW, RWF",26.0,4,2,1781,2023
S. Silva,-267583,Danubio,"RCMF, RCMF3, DMF",19.0,0,2,1780,2023
L. Correa,485478,Cerro Largo,"LCB3, LB, DMF",27.0,1,0,1761,2023
G. Vega,241911,Fénix,"LCMF3, RW, RWF",31.0,3,1,1749,2023
E. Villar,-74623,Cerro Largo,"CF, LWF",24.0,2,2,1746,2023
S. da Silva,-354979,Fénix,CF,21.0,1,1,1745,2023
Gustavo Alles,171252,Fénix,CF,33.0,1,2,1737,2023
G. Pérez,-184699,Liverpool,"LCB, CB",23.0,0,0,1730,2023
M. Fernández,-116195,Boston River,"LCMF, RCMF, LDMF",22.0,1,0,1728,2023
H. Toledo,419763,Deportivo Maldonado,"RW, LW",28.0,1,2,1720,2023
M. Cantera,285123,Deportivo Maldonado,"CF, AMF",30.0,7,4,1713,2023
N. Rossi,-306398,Danubio,"LW, RW, LAMF",21.0,1,1,1712,2023
N. Queiroz,396858,Deportivo Maldonado,"RCMF, LCMF",27.0,0,1,1711,2023
J. Méndez,307569,Racing,"RCB, DMF, RCMF",29.0,1,0,1704,2023
D. Romero,-235768,Deportivo Maldonado,LB,23.0,0,1,1697,2023
M. Paolini,-208584,La Luz,"RCB, RCB3",22.0,0,0,1695,2023
Y. Rodríguez,322779,Nacional,"DMF, LCMF, RDMF",30.0,5,1,1688,2023
F. Fagúndez,-172145,Nacional,"CF, AMF, LW",23.0,2,4,1684,2023
L. Monzón,-172328,Danubio,"LCB, LCB3",22.0,0,0,1679,2023
M. Fonseca,-140818,Wanderers,CF,22.0,7,0,1673,2023
S. Rochet,285939,Nacional,GK,30.0,0,0,1664,2023
R. Fernández,480277,Cerro,LB,28.0,0,1,1663,2023
A. Duarte,-84922,Defensor Sporting,"RW, LWF, RWF",19.0,7,2,1659,2023
J. Lavega,-140292,River Plate,"LAMF, LW, CF",19.0,1,4,1659,2023
D. Vera,23405,Danubio,CF,38.0,2,1,1647,2023
P. García,434547,River Plate,"RW, CF, AMF",24.0,0,1,1634,2023
F. Catarozzi,-214946,Torque,"LCMF, RCMF",23.0,2,1,1621,2023
F. Muñoa,-406662,Boston River,"RCMF3, AMF, RCMF",19.0,1,2,1620,2023
G. May,436619,Danubio,"CF, AMF",25.0,9,2,1610,2023
M. Bogado,208244,Plaza Colonia,"CB, LCB, RCB",33.0,0,1,1610,2023
D. Nandín,-241809,Cerro,CF,21.0,4,0,1603,2023
N. Royón,191941,La Luz,CF,32.0,4,5,1573,2023
V. Rodríguez,-233893,Peñarol,"LB, LAMF, LW",22.0,0,1,1528,2023
A. Da Silveira,-233852,Fénix,"RCB, RB5, RB",23.0,1,0,1526,2023
G. Olivera,-211157,River Plate,LB,23.0,0,2,1518,2023
E. Agüero,-337874,Torque,"LCB, RCB3, LCB3",20.0,1,0,1516,2023
Á. Brun,90566,Plaza Colonia,"LCMF, DMF, RCMF",36.0,1,0,1514,2023
N. Bertocchi,124236,Fénix,"DMF, RCMF, LCMF",34.0,0,0,1504,2023
S. Boselli,-113226,Defensor Sporting,RCB,19.0,0,0,1487,2023
G. Fratta,396632,Fénix,"RCB, CB",28.0,1,1,1486,2023
S. Ichazo,103065,Nacional,GK,32.0,0,0,1482,2023
E. Carlos,452565,Fénix,"RB5, RCMF3, RW",25.0,1,1,1474,2023
D. Lerda,90574,Deportivo Maldonado,GK,36.0,0,0,1458,2023
F. Kidd,450064,River Plate,"LB, LWB",26.0,0,1,1454,2023
K. Rolón,-240579,Wanderers,"LB, LAMF",23.0,0,2,1442,2023
J. Coronel,-262310,Cerro,"DMF, LDMF, LCMF",28.0,0,0,1427,2023
B. Olivera,405698,Plaza Colonia,"LCMF3, AMF, CF",30.0,1,2,1426,2023
B. Veglio,-90785,Wanderers,"AMF, RDMF, RCMF",26.0,1,0,1424,2023
S. Carrera,177241,La Luz,"CB, RCB, LCB",29.0,0,0,1417,2023
J. Trasante,486242,River Plate,"RCMF, RCMF3, LCMF",24.0,0,2,1413,2023
A. Hernández,57168,Peñarol,CF,33.0,12,0,1412,2023
A. Pérez,-263488,Plaza Colonia,"RCMF, LCMF, DMF",23.0,1,1,1407,2023
D. Villalba,-262311,Plaza Colonia,"LCMF, RCMF3, RCMF",24.0,2,2,1407,2023
